student_id,age_group,gender,first_gen_student,scholarship,current_gpa,prev_gpa,attendance_rate,assignment_missed,avg_submission_delay_days,lms_login_per_week,family_income_band,hostel_resident,working_part_time,semester,gpa_change,attendance_trend,dropout_next_semester
21.0,21-23,Male,0.0,1.0,6.32,7.02,86.1,1.0,1.5,6.2,Low,1.0,0.0,6.0,-0.7,-1.8,0.0
22.0,18-20,Male,0.0,0.0,5.28,7.49,72.9,1.0,0.2,5.4,Low,1.0,0.0,2.0,-2.21,8.2,0.0
23.0,18-20,Female,1.0,0.0,8.37,6.15,85.5,2.0,8.6,5.5,High,1.0,0.0,4.0,2.22,-13.3,0.0
24.0,18-20,Female,1.0,0.0,6.21,8.0,96.7,3.0,2.5,0.0,Medium,0.0,0.0,2.0,-1.79,-8.2,1.0
25.0,18-20,Male,1.0,1.0,5.92,7.59,67.9,2.0,3.0,9.9,Medium,1.0,1.0,3.0,-1.67,-12.1,0.0
26.0,21-23,Female,1.0,0.0,6.83,6.43,92.4,3.0,0.3,0.8,High,0.0,0.0,1.0,-0.07,9.5,1.0
27.0,18-20,Female,0.0,0.0,7.73,8.39,55.1,0.0,1.1,8.0,High,1.0,0.0,2.0,-0.66,4.0,1.0
28.0,21-23,Female,1.0,1.0,6.91,6.93,69.8,1.0,1.5,3.0,Low,0.0,0.0,3.0,-0.02,9.8,0.0
29.0,21-23,Male,1.0,0.0,6.01,6.68,45.5,0.0,4.8,6.0,High,0.0,0.0,6.0,-0.67,0.8,1.0
30.0,18-20,Male,1.0,0.0,7.21,7.6,72.9,0.0,0.3,7.3,Medium,1.0,1.0,4.0,-0.39,-10.0,0.0
31.0,21-23,Male,0.0,0.0,7.61,6.73,70.2,2.0,1.8,7.6,Medium,1.0,0.0,4.0,0.88,-0.4,0.0
32.0,18-20,Male,1.0,0.0,6.78,7.17,95.0,2.0,3.4,10.1,Medium,0.0,0.0,4.0,-0.39,-2.1,0.0
33.0,18-20,Female,1.0,1.0,6.57,8.95,72.9,0.0,2.1,6.0,High,0.0,0.0,4.0,-2.38,-7.8,1.0
34.0,24+,Male,0.0,0.0,7.82,6.59,82.0,2.0,0.8,8.9,Medium,0.0,0.0,2.0,1.23,1.5,1.0
35.0,24+,Male,1.0,1.0,6.62,7.2,90.9,1.0,0.3,8.7,Low,0.0,0.0,6.0,-1.26,1.9,0.0
36.0,21-23,Male,1.0,0.0,8.41,6.62,63.0,3.0,2.1,6.5,Medium,0.0,0.0,7.0,1.79,2.0,1.0
37.0,18-20,Female,0.0,1.0,6.04,6.23,54.3,1.0,1.6,2.2,High,1.0,0.0,5.0,-0.19,4.9,1.0
38.0,18-20,Female,1.0,0.0,6.02,7.2,72.9,1.0,4.4,8.2,Low,0.0,0.0,5.0,-1.1,-1.9,0.0
39.0,21-23,Female,1.0,0.0,5.9,9.88,60.6,0.0,1.9,8.7,Low,0.0,0.0,1.0,-3.98,5.9,1.0
40.0,18-20,Female,1.0,0.0,6.56,7.98,80.9,2.0,1.7,3.3,Low,0.0,0.0,2.0,-1.42,-5.9,0.0
41.0,18-20,Female,0.0,0.0,6.8,7.66,72.9,1.0,4.9,4.9,Low,0.0,0.0,4.0,-0.86,6.5,1.0
42.0,18-20,Male,1.0,0.0,5.47,6.68,100.0,0.0,0.6,0.7,Medium,0.0,0.0,6.0,-1.21,5.4,1.0
43.0,18-20,Female,0.0,0.0,6.9,6.82,72.9,1.0,2.3,8.8,Low,0.0,1.0,3.0,0.08,11.8,0.0
44.0,24+,Female,0.0,0.0,7.37,5.72,98.5,2.0,4.0,6.0,Medium,1.0,0.0,5.0,1.65,6.3,0.0
45.0,18-20,Male,1.0,0.0,9.967418235080526,9.0,58.6,4.0,5.3,6.0,Medium,0.0,0.0,1.0,-3.67,4.1,1.0
46.0,21-23,Male,1.0,0.0,6.28,7.47,84.3,1.0,0.0,8.5,Low,0.0,0.0,5.0,-1.19,10.0,0.0
47.0,18-20,Male,1.0,0.0,7.37,7.38,74.3,2.0,3.2,7.9,High,1.0,0.0,1.0,-0.01,-0.9,0.0
48.0,21-23,Female,0.0,1.0,5.71,7.4,91.4,1.0,2.6,6.0,Low,0.0,1.0,2.0,-1.69,-12.3,0.0
49.0,21-23,Male,0.0,0.0,6.48,9.29,66.4,4.0,0.4,9.0,High,0.0,0.0,3.0,-2.81,6.4,1.0
50.0,18-20,Female,1.0,1.0,7.89,7.5,98.4,1.0,0.0,5.7,Low,0.0,1.0,1.0,0.39,-9.7,1.0
51.0,24+,Male,0.0,0.0,8.6,7.01,49.5,2.0,0.0,9.1,Low,1.0,1.0,6.0,1.59,7.6,0.0
52.0,21-23,Female,1.0,1.0,7.24,9.0,99.2,1.0,9.9,4.7,Medium,0.0,0.0,7.0,-1.76,-14.5,1.0
53.0,24+,Female,1.0,0.0,6.63,7.07,91.5,2.0,4.9,9.7,Low,0.0,0.0,8.0,-0.44,8.8,0.0
54.0,24+,Female,1.0,1.0,6.3,7.2,92.7,5.0,2.6,6.7,Low,0.0,0.0,5.0,0.79,16.1,0.0
55.0,21-23,Female,0.0,0.0,7.71,5.67,91.3,2.0,0.8,5.9,High,0.0,0.0,4.0,2.04,2.0,0.0
56.0,24+,Male,1.0,1.0,7.93,7.01,92.4,2.0,3.6,6.1,Medium,1.0,1.0,8.0,0.92,-4.8,0.0
57.0,18-20,Male,1.0,1.0,5.64,7.49,0.0,2.0,0.1,9.6,High,0.0,1.0,6.0,-1.85,-0.3,0.0
58.0,18-20,Male,0.0,0.0,7.71,7.2,94.5,1.0,3.2,4.7,High,1.0,0.0,6.0,-0.31,5.4,0.0
59.0,18-20,Male,0.0,0.0,6.19,6.28,72.9,2.0,4.2,6.8,Low,0.0,0.0,3.0,-0.09,4.5,1.0
60.0,18-20,Female,0.0,1.0,5.94,7.2,96.7,4.0,2.2,3.0,Low,1.0,0.0,4.0,-1.03,-8.4,1.0
61.0,18-20,Female,0.0,0.0,6.65,6.39,66.2,2.0,1.3,4.6,Low,0.0,1.0,6.0,0.26,13.0,0.0
62.0,18-20,Male,1.0,0.0,7.79,8.31,85.1,2.0,1.5,7.6,Medium,0.0,0.0,8.0,-0.52,-7.0,0.0
63.0,21-23,Female,1.0,0.0,7.11,8.48,84.1,4.0,4.4,4.1,Low,0.0,1.0,4.0,-1.37,-8.1,1.0
64.0,18-20,Female,1.0,0.0,7.08,9.16,90.1,1.0,2.4,6.0,Low,0.0,0.0,3.0,-2.08,-5.4,0.0
65.0,18-20,Female,0.0,1.0,7.15,7.55,85.6,2.0,5.8,10.4,Medium,1.0,1.0,2.0,-0.4,2.2,0.0
66.0,21-23,Female,1.0,0.0,7.27,9.07,46.9,3.0,1.2,4.3,Medium,0.0,0.0,2.0,-1.8,2.0,1.0
67.0,18-20,Male,0.0,0.0,6.69,6.51,72.9,1.0,0.0,4.4,Low,0.0,0.0,8.0,0.18,-1.9,0.0
68.0,21-23,Female,1.0,0.0,7.43,7.42,46.3,3.0,2.7,8.7,Low,0.0,0.0,5.0,0.01,5.0,1.0
69.0,18-20,Male,1.0,0.0,6.14,6.14,72.9,2.0,3.4,6.9,Low,1.0,0.0,8.0,0.0,-2.2,0.0
70.0,24+,Female,1.0,1.0,7.45,7.77,91.1,2.0,2.4,1.6,Low,1.0,0.0,8.0,-0.32,-1.3,0.0
71.0,21-23,Female,1.0,0.0,7.66,7.48,0.0,2.0,5.3,3.5,Medium,0.0,0.0,2.0,0.18,-3.7,0.0
72.0,18-20,Male,1.0,0.0,7.5,4.75,91.3,1.0,2.5,6.0,High,1.0,0.0,2.0,2.75,2.0,0.0
73.0,18-20,Female,1.0,0.0,7.55,8.31,72.9,1.0,2.5,11.9,High,0.0,0.0,4.0,-0.76,-6.2,0.0
74.0,21-23,Female,1.0,1.0,7.26,7.2,55.1,2.0,4.7,8.9,High,0.0,0.0,8.0,-0.8,-2.3,1.0
75.0,21-23,Female,0.0,0.0,7.97,6.64,72.9,0.0,6.1,13.6,Medium,1.0,0.0,6.0,1.33,3.6,0.0
76.0,21-23,Female,1.0,0.0,4.53,7.48,73.4,3.0,2.1,6.1,Low,0.0,0.0,5.0,-2.95,11.6,1.0
77.0,21-23,Female,1.0,0.0,7.65,5.71,62.9,2.0,7.9,0.0,Medium,0.0,0.0,8.0,1.94,-18.1,1.0
78.0,18-20,Male,0.0,0.0,8.78,6.43,72.9,2.0,2.7,13.5,Low,0.0,0.0,1.0,2.35,0.3,0.0
79.0,18-20,Female,0.0,0.0,6.83,8.87,93.0,1.0,5.9,3.2,Medium,1.0,0.0,2.0,-2.69,0.5,1.0
80.0,18-20,Male,1.0,0.0,6.07,6.05,72.9,1.0,2.5,1.7,Medium,1.0,0.0,8.0,0.02,-8.2,0.0
81.0,24+,Female,0.0,1.0,8.09,7.21,0.0,1.0,2.2,8.6,Low,1.0,0.0,4.0,0.88,-6.5,0.0
82.0,21-23,Female,0.0,1.0,5.87,5.8,72.3,0.0,4.8,10.3,Medium,1.0,0.0,3.0,0.07,-9.6,0.0
83.0,18-20,Male,1.0,1.0,6.83,7.2,79.0,0.0,4.1,9.8,Low,1.0,0.0,8.0,-1.41,8.6,0.0
84.0,18-20,Male,1.0,0.0,6.97,7.76,72.9,1.0,2.5,6.0,Low,0.0,0.0,1.0,-0.79,-14.3,1.0
85.0,18-20,Female,1.0,0.0,6.0,7.92,96.2,1.0,0.4,6.0,Low,0.0,0.0,5.0,-1.92,-8.8,1.0
86.0,18-20,Male,0.0,0.0,7.68,7.67,69.0,2.0,7.8,7.1,Medium,1.0,0.0,3.0,0.01,-6.8,0.0
87.0,21-23,Male,0.0,1.0,6.01,8.63,86.2,1.0,2.0,10.1,Low,1.0,1.0,4.0,-2.62,-5.9,0.0
88.0,21-23,Female,0.0,0.0,7.16,6.65,81.7,2.0,2.6,6.0,Medium,1.0,1.0,5.0,0.51,-1.2,0.0
89.0,24+,Male,0.0,1.0,7.08,6.14,89.0,0.0,1.4,5.9,Low,0.0,1.0,1.0,0.94,-5.2,0.0
90.0,18-20,Female,0.0,0.0,8.46,6.61,46.9,0.0,1.4,9.1,Medium,1.0,0.0,7.0,1.85,-1.4,1.0
91.0,18-20,Female,1.0,1.0,7.97,5.85,72.9,1.0,4.3,8.9,Low,1.0,0.0,5.0,2.12,-10.3,0.0
92.0,21-23,Male,0.0,0.0,6.27,7.28,90.6,1.0,2.2,4.8,Low,1.0,0.0,8.0,-1.01,-13.7,0.0
93.0,21-23,Female,0.0,0.0,9.595313669157388,7.06,90.9,0.0,7.8,6.0,Medium,0.0,0.0,5.0,-1.52,0.9,1.0
94.0,21-23,Male,0.0,0.0,7.64,7.68,70.7,1.0,3.1,6.0,Low,1.0,0.0,6.0,-0.04,8.6,0.0
95.0,21-23,Female,0.0,1.0,6.15,5.58,100.0,1.0,1.3,6.0,Low,0.0,0.0,8.0,0.57,0.1,0.0
96.0,18-20,Male,0.0,1.0,6.46,7.19,76.6,0.0,5.9,5.9,High,0.0,0.0,8.0,-0.73,-1.4,1.0
97.0,21-23,Male,0.0,1.0,5.74,8.41,72.7,1.0,7.4,0.0,High,1.0,1.0,1.0,-2.67,-1.2,1.0
98.0,18-20,Female,1.0,0.0,7.48,7.77,100.0,4.0,5.2,3.8,Medium,1.0,1.0,6.0,-0.29,-3.8,1.0
99.0,18-20,Male,0.0,1.0,6.15,5.3,72.9,0.0,2.8,7.3,Low,1.0,1.0,7.0,0.85,10.1,0.0
100.0,18-20,Male,0.0,0.0,6.76,7.19,72.9,3.0,2.1,7.9,Medium,1.0,0.0,8.0,-0.43,11.2,1.0
101.0,18-20,Male,0.0,0.0,6.78,6.47,72.9,2.0,0.8,4.3,Low,0.0,0.0,4.0,0.31,9.4,0.0
102.0,21-23,Male,0.0,0.0,6.98,7.21,79.2,0.0,3.2,2.7,High,0.0,1.0,5.0,-0.23,12.9,0.0
103.0,18-20,Female,0.0,0.0,7.46,7.2,94.7,4.0,3.3,5.7,Medium,0.0,0.0,2.0,0.64,5.0,0.0
104.0,21-23,Male,0.0,0.0,6.56,8.94,96.3,2.0,0.2,5.2,Low,1.0,0.0,2.0,-2.38,1.9,0.0
105.0,24+,Male,0.0,1.0,6.06,7.29,91.1,2.0,2.7,9.0,Medium,0.0,1.0,6.0,-1.23,-2.3,0.0
106.0,18-20,Female,1.0,0.0,4.94,7.52,59.0,6.0,4.7,9.0,Low,0.0,0.0,1.0,-2.58,1.2,1.0
107.0,18-20,Female,0.0,0.0,6.9,7.16,71.0,1.0,1.9,2.3,Medium,0.0,1.0,1.0,-0.26,0.6,0.0
108.0,21-23,Female,0.0,0.0,6.64,7.67,68.8,1.0,3.2,5.4,Medium,0.0,0.0,5.0,-1.03,10.5,0.0
109.0,18-20,Female,0.0,0.0,6.09,7.2,69.1,1.0,2.5,6.0,Low,0.0,1.0,6.0,-0.89,4.5,0.0
110.0,18-20,Female,0.0,0.0,6.86,7.97,72.9,2.0,6.1,4.9,Medium,1.0,0.0,6.0,-1.11,12.4,1.0
111.0,18-20,Male,0.0,0.0,7.66,6.81,54.6,1.0,1.2,10.2,Medium,0.0,0.0,8.0,0.85,-7.4,0.0
112.0,18-20,Male,0.0,0.0,7.91,8.58,53.4,2.0,2.5,1.5,Medium,1.0,1.0,2.0,-0.67,16.5,1.0
113.0,24+,Male,0.0,0.0,5.26,7.7,78.9,4.0,3.0,4.0,Medium,0.0,1.0,5.0,-2.44,-1.8,1.0
114.0,21-23,Female,0.0,0.0,6.44,7.05,67.6,2.0,2.1,6.2,Low,0.0,1.0,4.0,-0.61,13.3,0.0
115.0,21-23,Male,0.0,0.0,7.76,8.04,62.8,4.0,4.4,6.0,Low,1.0,0.0,7.0,-0.28,-2.7,1.0
116.0,24+,Male,0.0,0.0,8.4,7.69,69.4,0.0,1.8,4.8,Low,0.0,1.0,8.0,0.71,4.1,0.0
117.0,21-23,Female,0.0,0.0,5.98,8.03,62.8,2.0,1.3,0.5,High,1.0,0.0,2.0,-2.05,-1.1,1.0
118.0,18-20,Male,1.0,0.0,9.857231039022198,7.29,86.7,2.0,2.5,9.6,Low,0.0,1.0,4.0,0.89,2.3,0.0
119.0,24+,Female,1.0,0.0,5.45,6.96,54.2,3.0,3.0,7.8,Medium,1.0,1.0,5.0,-1.51,3.0,1.0
120.0,21-23,Male,1.0,0.0,7.95,7.34,0.0,3.0,2.5,0.0,High,1.0,0.0,5.0,0.61,-2.0,1.0
121.0,21-23,Female,1.0,0.0,6.52,6.7,80.8,1.0,3.0,9.0,Medium,1.0,0.0,6.0,-0.18,-7.6,0.0
122.0,24+,Female,1.0,0.0,8.36,8.18,57.7,1.0,4.2,6.0,High,1.0,1.0,5.0,0.18,4.9,0.0
123.0,18-20,Male,1.0,1.0,6.34,8.67,80.4,1.0,4.2,4.8,Low,0.0,1.0,3.0,-2.33,8.9,0.0
124.0,18-20,Male,1.0,0.0,6.49,7.78,72.9,2.0,2.5,6.4,Medium,0.0,0.0,8.0,-1.29,-3.4,1.0
125.0,18-20,Female,0.0,1.0,6.67,8.62,58.6,2.0,1.5,4.8,Medium,0.0,1.0,5.0,-1.95,-2.7,1.0
126.0,18-20,Male,0.0,1.0,5.26,8.33,53.5,1.0,4.2,5.9,Medium,0.0,0.0,2.0,-3.07,7.7,1.0
127.0,21-23,Male,1.0,1.0,5.04,6.93,61.0,0.0,2.5,6.0,Low,0.0,0.0,8.0,-1.89,1.3,1.0
128.0,24+,Male,1.0,0.0,7.31,7.2,63.1,1.0,2.0,6.0,Medium,1.0,1.0,5.0,-0.73,0.8,1.0
129.0,18-20,Male,0.0,1.0,7.79,5.92,72.9,1.0,3.4,3.8,Medium,0.0,0.0,4.0,1.87,17.1,0.0
130.0,21-23,Male,1.0,0.0,7.41,7.39,73.6,3.0,2.5,6.0,High,0.0,0.0,3.0,0.02,-13.1,1.0
131.0,18-20,Female,0.0,0.0,5.55,6.02,79.7,2.0,3.5,5.7,Low,0.0,0.0,5.0,-0.47,-6.4,0.0
132.0,18-20,Male,0.0,0.0,7.28,7.09,100.0,3.0,2.2,5.8,Medium,1.0,0.0,8.0,0.19,4.6,1.0
133.0,18-20,Female,0.0,1.0,5.81,5.76,72.9,3.0,3.6,3.1,Medium,0.0,0.0,7.0,0.05,-3.3,0.0
134.0,18-20,Male,0.0,0.0,7.21,8.29,99.5,2.0,3.7,8.0,High,1.0,1.0,2.0,-1.08,-5.3,0.0
135.0,24+,Female,0.0,1.0,7.93,6.81,56.6,0.0,2.5,6.0,Low,0.0,0.0,2.0,1.12,-16.3,0.0
136.0,18-20,Female,1.0,0.0,7.17,8.11,53.4,2.0,2.5,9.5,Low,0.0,0.0,1.0,-0.94,-7.8,1.0
137.0,21-23,Female,1.0,1.0,9.656539712306058,7.12,91.3,5.0,4.5,7.0,Low,0.0,0.0,5.0,1.15,-6.6,0.0
138.0,21-23,Male,1.0,1.0,6.65,5.36,67.6,4.0,2.5,5.8,Low,1.0,1.0,6.0,1.29,-1.9,0.0
139.0,18-20,Male,0.0,1.0,6.58,6.72,91.6,1.0,1.6,7.9,Medium,0.0,0.0,7.0,-0.14,5.3,0.0
140.0,24+,Female,1.0,0.0,6.87,6.67,68.4,1.0,2.9,3.9,Low,1.0,0.0,6.0,0.2,2.4,0.0
141.0,24+,Female,0.0,1.0,5.46,7.19,46.2,2.0,6.4,4.7,Low,0.0,1.0,6.0,-1.73,10.6,1.0
142.0,18-20,Male,0.0,1.0,6.4,8.71,65.6,1.0,3.0,4.4,Low,0.0,1.0,7.0,-2.31,-1.8,0.0
143.0,18-20,Male,1.0,0.0,6.48,8.87,78.6,2.0,5.9,9.7,High,1.0,1.0,7.0,-2.39,4.1,1.0
144.0,18-20,Female,0.0,0.0,6.52,6.97,69.6,0.0,2.5,6.0,High,0.0,1.0,2.0,-0.45,-1.3,0.0
145.0,18-20,Male,0.0,1.0,7.07,5.94,70.3,2.0,5.5,6.4,Medium,1.0,0.0,8.0,1.13,-8.7,0.0
146.0,18-20,Male,0.0,0.0,5.32,6.46,72.9,1.0,5.3,4.1,Low,0.0,0.0,3.0,-1.14,8.8,1.0
147.0,21-23,Male,1.0,1.0,6.83,7.68,74.9,3.0,0.6,6.9,High,0.0,0.0,5.0,-2.03,-7.7,1.0
148.0,21-23,Male,0.0,0.0,6.83,7.2,83.3,3.0,0.3,6.0,Medium,0.0,1.0,5.0,0.84,7.1,0.0
149.0,18-20,Male,1.0,0.0,4.79,5.62,72.9,0.0,0.8,10.1,Low,0.0,1.0,4.0,-0.83,-0.3,0.0
150.0,18-20,Male,1.0,0.0,7.42,6.7,45.0,0.0,4.7,5.7,High,1.0,1.0,2.0,0.72,4.5,0.0
151.0,24+,Female,1.0,0.0,6.43,8.51,75.4,2.0,1.9,8.0,Low,1.0,0.0,4.0,-2.08,-1.8,0.0
152.0,18-20,Female,1.0,0.0,6.96,7.49,98.0,2.0,1.3,3.1,High,0.0,1.0,7.0,-0.53,3.6,0.0
153.0,18-20,Female,0.0,1.0,8.36,7.25,72.9,3.0,1.7,6.3,Medium,0.0,0.0,6.0,1.11,8.2,0.0
154.0,18-20,Female,0.0,0.0,6.67,6.81,63.7,2.0,2.5,7.1,Medium,0.0,0.0,2.0,-0.14,0.2,0.0
155.0,24+,Female,0.0,1.0,7.43,6.74,65.1,0.0,2.5,3.2,Medium,1.0,1.0,1.0,0.69,6.7,0.0
156.0,18-20,Female,0.0,1.0,6.86,7.74,61.7,2.0,1.5,6.7,Low,0.0,1.0,2.0,-0.88,-0.4,1.0
157.0,21-23,Male,1.0,0.0,6.83,7.34,79.7,2.0,1.9,2.7,Medium,1.0,0.0,1.0,-0.65,17.8,1.0
158.0,21-23,Male,0.0,0.0,6.57,7.97,50.4,1.0,4.3,0.0,Low,0.0,0.0,6.0,-1.4,-3.0,1.0
159.0,18-20,Female,0.0,0.0,7.5,7.75,61.0,1.0,0.8,6.6,Medium,1.0,0.0,3.0,-0.25,-2.0,0.0
160.0,21-23,Female,1.0,0.0,6.07,7.22,72.4,1.0,2.5,9.0,Low,0.0,0.0,7.0,-1.15,4.4,0.0
161.0,18-20,Female,1.0,0.0,5.67,7.58,74.4,1.0,1.8,0.0,Low,1.0,0.0,7.0,-1.91,3.5,1.0
162.0,21-23,Female,1.0,0.0,6.87,6.61,78.4,2.0,3.7,8.2,Medium,1.0,1.0,5.0,0.26,-3.6,0.0
163.0,21-23,Male,1.0,1.0,6.99,7.15,88.8,1.0,2.3,9.3,High,0.0,0.0,4.0,-0.16,0.5,0.0
164.0,21-23,Male,1.0,0.0,4.98,7.2,54.0,0.0,0.7,0.0,Low,1.0,0.0,8.0,-3.56,1.2,1.0
165.0,18-20,Male,1.0,0.0,6.79,7.21,72.9,2.0,2.5,6.0,Low,0.0,0.0,2.0,-0.42,11.9,0.0
166.0,21-23,Female,0.0,1.0,5.57,6.98,93.0,1.0,5.6,2.3,Low,1.0,0.0,2.0,-1.41,-7.6,1.0
167.0,18-20,Female,1.0,1.0,7.43,7.41,90.7,5.0,2.5,11.9,Low,0.0,1.0,5.0,0.02,4.1,0.0
168.0,18-20,Female,0.0,1.0,5.0,6.03,90.2,1.0,3.7,6.0,Medium,0.0,0.0,8.0,-1.03,8.5,0.0
169.0,18-20,Female,0.0,1.0,8.73,7.42,72.9,3.0,1.0,0.9,Medium,0.0,0.0,7.0,1.31,-2.8,1.0
170.0,21-23,Male,0.0,0.0,6.46,8.9,48.2,3.0,2.9,8.8,Low,0.0,1.0,5.0,-2.44,12.2,0.0
171.0,21-23,Male,1.0,1.0,5.94,6.39,73.8,1.0,7.8,4.8,Low,0.0,1.0,6.0,-0.45,-5.6,0.0
172.0,18-20,Female,1.0,1.0,6.52,7.47,72.9,0.0,5.0,6.1,Medium,0.0,1.0,4.0,-0.95,9.9,0.0
173.0,21-23,Male,0.0,0.0,6.83,7.18,58.1,2.0,2.5,2.8,Low,0.0,1.0,2.0,0.18,15.6,1.0
174.0,18-20,Male,0.0,0.0,7.69,7.15,94.7,1.0,2.5,8.2,Low,0.0,0.0,1.0,0.54,15.5,1.0
175.0,21-23,Male,1.0,0.0,6.53,7.13,52.8,2.0,2.7,7.6,Low,1.0,0.0,1.0,-0.6,-1.2,1.0
176.0,18-20,Male,1.0,0.0,5.36,7.91,61.4,1.0,3.5,8.3,Medium,0.0,0.0,2.0,-2.55,0.2,1.0
177.0,21-23,Female,0.0,0.0,6.83,6.1,61.4,0.0,6.1,4.6,High,1.0,1.0,3.0,-0.51,-2.8,1.0
178.0,18-20,Male,0.0,0.0,7.09,7.89,100.0,1.0,0.7,3.3,High,0.0,0.0,4.0,-0.8,5.1,1.0
179.0,24+,Female,1.0,0.0,7.79,7.27,93.0,2.0,2.1,8.5,Low,1.0,0.0,5.0,0.52,5.6,0.0
180.0,18-20,Male,0.0,0.0,7.92,5.44,72.9,1.0,2.5,9.1,Low,1.0,1.0,6.0,2.48,-1.2,0.0
181.0,18-20,Male,1.0,0.0,6.97,7.58,55.5,1.0,2.9,0.5,High,1.0,0.0,5.0,-0.61,9.7,0.0
182.0,18-20,Female,0.0,1.0,7.77,7.31,72.9,0.0,2.7,7.0,Medium,0.0,1.0,4.0,0.46,-0.2,0.0
183.0,24+,Female,0.0,0.0,8.71,6.33,68.2,1.0,6.7,6.8,Low,0.0,0.0,6.0,2.38,5.2,0.0
184.0,24+,Male,0.0,0.0,7.99,7.36,46.0,1.0,0.8,6.0,Medium,0.0,0.0,7.0,0.63,-1.9,0.0
185.0,18-20,Male,0.0,0.0,7.72,5.88,51.7,3.0,4.3,7.9,Low,1.0,1.0,7.0,1.84,-0.4,1.0
186.0,21-23,Female,0.0,0.0,5.99,6.52,45.2,1.0,2.7,0.0,High,0.0,1.0,2.0,-0.53,-8.2,1.0
187.0,21-23,Male,0.0,0.0,7.76,7.2,46.3,1.0,6.4,11.1,High,0.0,0.0,3.0,0.52,1.6,1.0
188.0,21-23,Male,1.0,0.0,7.26,5.51,99.9,4.0,2.6,13.1,High,1.0,1.0,2.0,1.75,7.6,0.0
189.0,21-23,Female,0.0,1.0,7.45,6.05,69.7,2.0,2.8,6.8,Medium,0.0,0.0,2.0,1.4,17.6,0.0
190.0,18-20,Male,1.0,0.0,8.06,6.2,85.1,2.0,2.1,7.5,Medium,1.0,0.0,1.0,1.86,-9.4,0.0
191.0,18-20,Male,0.0,0.0,7.16,7.28,72.9,0.0,3.4,3.7,Medium,0.0,0.0,5.0,-0.12,-11.9,0.0
192.0,24+,Male,1.0,0.0,6.7,7.64,93.4,2.0,1.3,8.2,Low,0.0,0.0,2.0,-0.94,2.6,0.0
193.0,24+,Male,0.0,0.0,5.73,6.31,50.7,0.0,2.8,5.9,Medium,1.0,1.0,7.0,-0.58,-5.0,1.0
