student_id,age_group,gender,first_gen_student,scholarship,current_gpa,prev_gpa,attendance_rate,assignment_missed,avg_submission_delay_days,lms_login_per_week,family_income_band,hostel_resident,working_part_time,semester,gpa_change,attendance_trend,dropout_next_semester
143,18-20,Male,1,0,6.48,8.87,78.6,2,5.9,9.7,High,1,1,7,-2.39,4.1,1
144,18-20,Female,0,0,6.52,6.97,69.6,0,,,High,0,1,2,-0.45,-1.3,0
145,18-20,Male,0,1,7.07,5.94,70.3,2,5.5,6.4,Medium,1,0,8,1.13,-8.7,0
146,18-20,Male,0,0,5.32,6.46,,1,5.3,4.1,Low,0,0,3,-1.14,8.8,1
147,21-23,Male,1,1,,7.68,74.9,3,0.6,6.9,High,0,0,5,-2.03,-7.7,1
148,21-23,Male,0,0,,,83.3,3,0.3,,Medium,0,1,5,0.84,7.1,0
149,18-20,Male,1,0,4.79,5.62,,0,0.8,10.1,Low,0,1,4,-0.83,-0.3,0
150,18-20,Male,1,0,7.42,6.7,45.0,0,4.7,5.7,High,1,1,2,0.72,4.5,0
151,24+,Female,1,0,6.43,8.51,75.4,2,1.9,8.0,Low,1,0,4,-2.08,-1.8,0
152,18-20,Female,1,0,6.96,7.49,98.0,2,1.3,3.1,High,0,1,7,-0.53,3.6,0
153,18-20,Female,0,1,8.36,7.25,,3,1.7,6.3,Medium,0,0,6,1.11,8.2,0
154,18-20,F,0,0,6.67,6.81,63.7,2,,7.1,Medium,0,0,2,-0.14,0.2,0
155,24+,Female,0,1,7.43,6.74,65.1,0,,3.2,Medium,1,1,1,0.69,6.7,0
156,18-20,Female,0,1,6.86,7.74,61.7,2,1.5,6.7,Low,0,1,2,-0.88,-0.4,1
157,21-23,Male,1,0,,7.34,79.7,2,1.9,2.7,Medium,1,0,1,-0.65,17.8,1
158,21-23,Male,0,0,6.57,7.97,50.4,1,4.3,0.0,Low,0,0,6,-1.4,-3.0,1
159,18-20,Female,0,0,7.5,7.75,61.0,1,0.8,6.6,Medium,1,0,3,-0.25,-2.0,0
160,21-23,Female,1,0,6.07,7.22,72.4,1,,9.0,Low,0,0,7,-1.15,4.4,0
161,18-20,Female,1,0,5.67,7.58,74.4,1,1.8,0.0,Low,1,0,7,-1.91,3.5,1
162,21-23,F,1,0,6.87,6.61,78.4,2,3.7,8.2,Medium,1,1,5,0.26,-3.6,0
163,21-23,Male,1,1,6.99,7.15,88.8,1,2.3,9.3,High,0,0,4,-0.16,0.5,0
164,21-23,Male,1,0,4.98,,54.0,0,0.7,0.0,Low,1,0,8,-3.56,1.2,1
165,18-20,Male,1,0,6.79,7.21,,2,,,Low,0,0,2,-0.42,11.9,0
166,21-23,Female,0,1,5.57,6.98,93.0,1,5.6,2.3,Low,1,0,2,-1.41,-7.6,1
167,18-20,Female,1,1,7.43,7.41,90.7,5,,11.9,Low,0,1,5,0.02,4.1,0
168,18-20,Female,0,1,5.0,6.03,90.2,1,3.7,,Medium,0,0,8,-1.03,8.5,0
169,18-20,Female,0,1,8.73,7.42,,3,1.0,0.9,Medium,0,0,7,1.31,-2.8,1
170,21-23,Male,0,0,6.46,8.9,48.2,3,2.9,8.8,Low,0,1,5,-2.44,12.2,0
171,21-23,Male,1,1,5.94,6.39,73.8,1,7.8,4.8,Low,0,1,6,-0.45,-5.6,0
172,18-20,Female,1,1,6.52,7.47,,0,5.0,6.1,Medium,0,1,4,-0.95,9.9,0
173,21-23,Male,0,0,,7.18,58.1,2,,2.8,Low,0,1,2,0.18,15.6,1
174,18-20,Male,0,0,7.69,7.15,94.7,1,,8.2,Low,0,0,1,0.54,15.5,1
175,21-23,Male,1,0,6.53,7.13,52.8,2,2.7,7.6,Low,1,0,1,-0.6,-1.2,1
176,18-20,Male,1,0,5.36,7.91,61.4,1,3.5,8.3,Medium,0,0,2,-2.55,0.2,1
177,21-23,Female,0,0,,6.1,61.4,0,6.1,4.6,High,1,1,3,-0.51,-2.8,1
178,18-20,Male,0,0,7.09,7.89,100.0,1,0.7,3.3,High,0,0,4,-0.8,5.1,1
179,24+,Female,1,0,7.79,7.27,93.0,2,2.1,8.5,Low,1,0,5,0.52,5.6,0
180,18-20,Male,0,0,7.92,5.44,,1,,9.1,Low,1,1,6,2.48,-1.2,0
181,18-20,Male,1,0,6.97,7.58,55.5,1,2.9,0.5,High,1,0,5,-0.61,9.7,0
182,18-20,Female,0,1,7.77,7.31,,0,2.7,7.0,Medium,0,1,4,0.46,-0.2,0
183,24+,Female,0,0,8.71,6.33,68.2,1,6.7,6.8,Low,0,0,6,2.38,5.2,0
184,24+,Male,0,0,7.99,7.36,46.0,1,0.8,6.0,Medium,0,0,7,0.63,-1.9,0
185,18-20,Male,0,0,7.72,5.88,51.7,3,4.3,7.9,Low,1,1,7,1.84,-0.4,1
186,21-23,Female,0,0,5.99,6.52,45.2,1,2.7,0.0,High,0,1,2,-0.53,-8.2,1
187,21-23,Male,0,0,7.76,,46.3,1,6.4,11.1,High,0,0,3,0.52,1.6,1
188,21-23,Male,1,0,7.26,5.51,99.9,4,2.6,13.1,High,1,1,2,1.75,7.6,0
189,21-23,Female,0,1,7.45,6.05,69.7,2,2.8,6.8,Medium,0,0,2,1.4,17.6,0
190,18-20,Male,1,0,8.06,6.2,85.1,2,2.1,7.5,Medium,1,0,1,1.86,-9.4,0
191,18-20,Male,0,0,7.16,7.28,,0,3.4,3.7,Medium,0,0,5,-0.12,-11.9,0
192,24+,Male,1,0,6.7,7.64,93.4,2,1.3,8.2,Low,0,0,2,-0.94,2.6,0
193,24+,Male,0,0,5.73,6.31,50.7,0,2.8,5.9,Medium,1,1,7,-0.58,-5.0,1
194,21-23,Male,0,1,6.5,6.25,73.9,2,5.2,5.3,Medium,0,0,2,0.25,10.2,0
195,18-20,Female,0,0,7.01,7.34,62.7,1,1.7,5.4,Low,1,1,1,-0.33,-1.8,0
196,18-20,Male,0,1,7.08,7.31,75.2,2,,,Low,0,0,6,-0.23,-3.0,0
197,21-23,Female,1,0,7.04,6.5,63.3,1,1.9,9.9,High,0,0,6,0.54,-1.3,0
198,24+,Female,1,1,7.76,9.03,55.1,1,4.4,10.9,Medium,0,0,1,-1.27,6.0,1
199,24+,Male,1,1,7.67,,82.0,2,2.2,,Low,0,0,3,0.29,-1.5,0
200,21-23,Female,0,1,6.74,7.03,47.1,1,1.6,7.3,Low,0,0,2,-0.29,-4.2,0
201,21-23,Male,1,1,5.95,6.81,94.2,1,2.9,8.4,Medium,0,1,2,-0.86,-7.9,0
202,18-20,Female,1,0,7.18,8.21,,4,,2.9,Medium,0,1,5,-1.03,5.2,1
203,18-20,Female,1,1,9.05,7.75,78.8,2,0.1,4.4,Medium,0,1,2,1.3,5.6,0
204,24+,F,1,0,7.12,5.46,86.5,1,,4.2,Medium,0,0,5,1.66,-6.2,0
205,21-23,Male,0,1,,6.5,49.0,0,3.2,9.5,Medium,0,0,2,0.0,-7.2,0
206,18-20,Female,0,0,,6.75,,2,3.3,8.7,Medium,0,1,5,0.59,2.3,0
207,18-20,Female,0,0,7.4,7.19,0.0,0,2.5,0.0,Medium,0,0,5,0.21,5.0,0
208,21-23,Female,1,1,7.38,7.83,99.8,2,2.6,4.8,Medium,1,0,5,-0.45,-2.6,0
209,18-20,Male,0,0,8.17,6.13,,1,3.9,7.0,Low,1,0,2,2.04,-9.3,0
210,18-20,Male,1,0,7.19,7.12,84.4,2,0.6,,High,1,0,3,0.07,-1.8,0
211,21-23,Female,0,1,8.13,8.9,53.8,0,0.9,10.4,Low,1,0,8,-0.77,-4.2,1
212,21-23,Female,0,0,7.03,7.23,67.1,0,0.9,3.7,Low,0,0,8,-0.2,2.5,0
213,21-23,Female,0,0,8.31,6.51,69.4,1,6.1,,Medium,1,1,5,1.8,-11.5,1
214,18-20,Female,0,0,8.01,5.87,67.3,2,5.0,2.6,High,0,0,2,2.14,3.5,0
215,21-23,Male,1,0,7.72,6.71,63.6,1,1.8,4.4,Low,0,0,2,1.01,-4.0,0
216,18-20,Male,0,0,7.59,6.12,87.2,2,3.2,6.8,Low,0,0,5,1.47,1.7,1
217,18-20,Male,1,0,9.1,6.81,90.1,1,2.1,7.6,Low,1,0,8,2.29,7.6,0
218,21-23,Female,0,0,7.88,7.74,63.5,0,3.7,5.8,Medium,1,0,7,0.14,-11.9,0
219,21-23,Male,0,0,5.95,7.24,71.5,2,3.2,7.1,High,1,0,8,-1.29,9.0,0
220,21-23,Female,1,0,7.05,6.72,68.2,0,2.2,8.0,High,1,1,6,0.33,0.7,0
221,21-23,Female,0,1,6.54,5.41,77.6,0,2.4,4.2,Medium,1,1,1,1.13,-0.9,0
222,21-23,Female,1,0,8.86,8.03,53.3,2,4.5,4.7,Low,1,0,4,0.83,-2.1,0
223,18-20,Male,1,1,8.05,6.85,,2,1.3,7.7,Medium,1,0,8,1.2,11.8,0
224,18-20,Female,1,0,8.83,7.31,88.8,3,1.7,,Low,1,0,3,1.52,-2.8,0
225,18-20,Male,0,0,6.04,6.29,77.5,0,3.8,2.1,Medium,0,0,5,-0.25,-0.3,0
226,18-20,Female,0,0,7.9,6.79,86.0,2,4.2,8.3,High,0,0,1,1.11,-4.2,0
227,24+,Male,1,1,5.44,6.62,99.4,2,3.1,6.4,Medium,1,1,4,-1.18,0.2,0
228,18-20,M,1,1,5.21,5.87,95.7,1,1.5,2.9,Medium,0,0,4,-0.66,1.5,1
229,24+,Male,1,1,6.4,6.29,78.6,4,0.8,5.3,Medium,1,1,3,0.11,3.2,0
230,21-23,Female,0,0,8.31,,73.1,1,0.8,,Medium,0,1,1,1.12,3.0,0
231,21-23,Male,0,1,5.81,7.5,74.4,0,2.1,3.3,Medium,0,0,1,-1.69,-7.7,0
232,21-23,Female,0,0,6.78,6.52,70.7,3,2.8,0.0,Low,0,0,3,0.26,-15.6,0
233,21-23,Female,1,1,7.99,6.0,71.4,2,,,Medium,1,0,5,1.99,0.9,1
234,18-20,F,0,0,7.65,6.84,85.3,4,0.4,,Medium,1,0,5,0.81,14.4,0
235,18-20,Male,0,0,9.02,7.98,99.6,2,0.1,1.1,High,0,1,4,1.04,-2.4,0
236,21-23,Female,1,0,6.8,6.26,47.5,3,2.8,6.4,Low,0,1,1,0.54,-6.8,1
237,18-20,Female,0,0,6.36,7.21,57.7,0,5.2,4.6,Low,0,1,7,-0.85,-13.5,1
238,18-20,Female,0,0,5.71,6.54,,2,1.0,,High,0,1,1,-0.83,-10.8,1
239,21-23,Male,0,0,6.43,8.33,90.8,1,2.5,12.1,Medium,1,0,7,-1.9,3.2,1
240,18-20,Female,0,0,5.7,6.69,68.1,2,1.1,9.1,High,0,0,7,-0.99,-14.0,0
241,24+,Female,0,1,5.0,7.86,100.0,0,3.7,9.5,Low,1,1,3,-2.86,7.0,0
242,24+,Male,0,0,,8.22,70.8,2,2.2,6.8,Low,1,0,8,0.54,-12.6,0
243,24+,Female,0,1,6.85,8.74,92.0,0,4.5,6.4,Medium,1,1,8,-1.89,10.9,0
244,18-20,Male,0,1,9.39,5.85,72.5,0,2.7,2.5,High,1,1,3,3.54,11.8,0
245,18-20,Female,0,1,5.96,5.8,,4,2.7,11.1,Low,1,0,8,0.16,-9.1,0
246,24+,Male,1,1,6.37,8.37,46.1,2,0.8,3.1,Medium,0,0,7,-2.0,-13.0,1
247,18-20,Male,0,1,,8.2,80.9,2,0.8,7.3,Medium,1,0,7,-2.18,5.2,0
248,24+,Male,0,0,6.16,6.58,58.3,4,,4.8,Medium,0,0,4,-0.42,5.8,1
249,24+,Female,0,0,7.67,3.96,92.7,4,3.0,5.0,Medium,1,0,7,3.71,-0.6,0
250,24+,Female,0,0,7.37,7.28,86.3,3,6.5,1.7,Low,1,1,5,0.09,3.5,0
251,18-20,Male,0,0,7.68,5.68,51.0,3,0.3,6.9,Medium,0,0,5,2.0,-2.3,1
252,18-20,Female,0,0,8.14,6.37,50.7,3,4.5,0.5,Medium,1,1,5,1.77,-10.7,1
253,24+,Female,1,0,7.91,7.38,61.1,3,,0.0,Low,1,0,2,0.53,3.8,1
254,18-20,Male,0,0,5.79,7.52,51.9,3,,4.3,Low,0,1,2,-1.73,4.8,1
255,18-20,Male,1,1,6.28,8.78,85.7,1,,7.3,Medium,1,1,7,-2.5,-4.9,1
256,21-23,Male,0,0,6.92,6.83,99.3,2,1.2,2.5,Low,1,0,4,0.09,-9.1,0
257,24+,Male,0,0,10.0,6.22,81.0,2,1.5,0.1,High,0,0,2,3.78,-0.6,0
